"id","position","abs_663","abs_630","abs_750","abs_470","abs_646","blank_corrected_abs_663","blank_corrected_abs_630","blank_corrected_abs_750","blank_corrected_abs_470","blank_corrected_abs_646"
"BLK","A1",0.061,0.061,0.062,0.063,0.061,"-0.002","-0.001","-0.002","-0.001","-0.001"
"","A2",0.061,0.062,0.062,0.063,0.061,"-0.001","-0.001","-0.001","-0.001","-0.001"
"SPL1","A3",0.07,0.066,0.065,0.075,0.066,"0.007","0.004","0.001","0.011","0.003"
"","A4",0.07,0.066,0.065,0.075,0.066,"0.007","0.003","0.002","0.011","0.003"
"SPL2","A5",0.077,0.073,0.07,0.083,0.073,"0.015","0.010","0.007","0.019","0.010"
"","A6",0.077,0.073,0.071,0.083,0.073,"0.015","0.011","0.007","0.019","0.010"
"SPL3","A7",0.077,0.067,0.064,0.087,0.068,"0.014","0.005","0.001","0.024","0.006"
"","A8",0.077,0.068,0.064,0.088,0.068,"0.014","0.005","0.001","0.024","0.005"
"SPL4","A9",0.085,0.068,0.063,0.101,0.069,"0.022","0.005","-0.001","0.037","0.006"
"","A10",0.085,0.068,0.063,0.101,0.069,"0.022","0.005","-0.000","0.037","0.006"
"SPL5","A11",0.07,0.065,0.061,0.08,0.064,"0.007","0.002","-0.002","0.016","0.001"
"","A12",0.07,0.065,0.061,0.08,0.064,"0.007","0.002","-0.002","0.016","0.001"
"SPL6","B1",0.08,0.071,0.067,0.092,0.071,"0.017","0.009","0.004","0.029","0.008"
"","B2",0.08,0.071,0.068,0.093,0.071,"0.017","0.009","0.004","0.029","0.009"
"SPL7","B3",0.071,0.07,0.066,0.075,0.067,"0.008","0.007","0.002","0.011","0.004"
"","B4",0.069,0.067,0.065,0.075,0.066,"0.006","0.004","0.001","0.011","0.003"
"SPL8","B5",0.08,0.07,0.067,0.092,0.07,"0.017","0.007","0.004","0.029","0.008"
"","B6",0.08,0.07,0.067,0.093,0.07,"0.017","0.008","0.004","0.029","0.008"
"SPL9","B7",0.077,0.072,0.069,0.088,0.071,"0.014","0.010","0.006","0.024","0.008"
"","B8",0.077,0.073,0.07,0.089,0.071,"0.015","0.010","0.006","0.025","0.009"
"SPL10","B9",0.071,0.068,0.065,0.08,0.067,"0.008","0.005","0.002","0.016","0.004"
"","B10",0.071,0.068,0.066,0.08,0.067,"0.008","0.005","0.002","0.016","0.004"
"BLK","B11",0.063,0.063,0.064,0.064,0.063,"-0.000","-0.000","0.000","-0.000","0.000"
"","B12",0.063,0.063,0.064,0.064,0.063,"0.000","0.000","0.000","-0.000","0.000"
"SPL11","C1",0.073,0.07,0.067,0.082,0.069,"0.010","0.007","0.004","0.018","0.006"
